formula,P,Tc,AD
CeH9,300,69,1
H8Pb,100,69,1
H9Pb2,150,69,1
Sc2H7,100,69,1
BiH4,300,69,1
Te2H7,250,69,1
BiH6,100,68,1
TiH4,200,68,1
H7Pb2,300,68,1
In2H7,250,68,1
Dy2H9,250,68,1
H5Se,150,68,1
LiH6,300,68,1
BiH10,150,68,1
InH4,250,68,1
InH10,200,68,1
P2H5,150,68,1
SnH4,250,68,1
LaH9,100,67,1
SrH5,300,67,1
Bi2H7,300,67,1
H3I,200,67,1
Bi2H7,150,67,1
H3I,250,67,1
Ce2H9,100,67,1
Ti2H9,150,67,1
SnH5,300,67,1
K2H9,250,67,1
BiH5,100,66,1
Li2H9,250,66,1
SnH4,300,66,1
Li2H9,200,66,1
H5S,150,66,1
SrH5,200,66,1
Sn2H9,200,66,1
BaH5,100,66,1
Te2H7,150,66,1
TiH4,150,66,1
H7I2,300,66,1
Dy2H9,200,66,1
Sn2H7,200,66,1
YH4,200,65,1
InH4,300,65,1
SrH5,250,65,1
SrH5,150,65,1
H2S,200,65,1
Li2H9,150,65,1
KH10,300,65,1
LiH7,300,65,1
Dy2H9,150,65,1
K2H9,300,65,1
H7I2,150,64,1
SnH5,200,64,1
YH4,150,64,1
KH5,250,64,1
YH4,250,64,1
SnH9,150,64,1
H8Se,300,64,1
H2S,250,64,1
SbH6,100,64,1
H8Se,200,64,1
TeH6,100,64,1
Ce2H9,300,64,1
PH3,250,64,1
InH9,200,64,1
YH4,300,64,1
H7Pb2,200,64,1
H4S,100,64,1
LiH4,200,63,1
CeH8,100,63,1
RbH7,250,63,1
RbH7,300,63,1
KH4,250,63,1
LiH4,250,63,1
TeH7,100,63,1
BaH7,200,63,1
SnH6,150,63,1
Ba2H9,200,62,1
CeH9,150,62,1
H9Pb,100,62,1
CeH10,250,62,1
K2H9,200,62,1
BaH7,250,62,1
In2H7,200,62,1
BaH7,300,62,1
EuH4,200,62,1
InH4,200,62,1
KH5,300,62,1
LiH4,150,62,1
H7Pb,100,61,1
Sc2H7,250,61,1
KH4,300,61,1
LiH5,250,61,1
H10Se,250,61,1
In2H9,100,61,1
H5S2,100,61,1
SnH10,150,61,1
Sc2H7,300,61,1
TeH5,100,61,1
Li2H9,100,61,1
H7Pb2,150,61,1
Ba2H9,250,61,1
EuH4,250,61,1
EuH4,150,61,1
H2S,300,61,1
BaH6,200,61,1
H3I,300,61,1
CeH10,300,61,1
LiH5,200,60,1
SnH4,200,60,1
BaH6,250,60,1
KH9,300,60,1
SnH8,150,60,1
H5Pb,100,60,1
GeH4,250,60,1
KH6,250,60,1
Te2H7,300,60,1
Ba2H9,150,60,1
PH3,200,60,1
Sc2H7,200,60,1
BiH8,100,60,1
H3I,150,60,1
Po2H9,200,60,1
SiH5,300,60,1
BiH7,100,59,1
GeH4,300,59,1
Mg2H9,300,59,1
InH5,100,59,1
Po2H9,250,59,1
SnH7,150,59,1
RbH7,200,59,1
CeH10,200,59,1
KH5,200,59,1
LiH5,150,59,1
Bi2H9,100,59,1
KH8,300,58,1
TeH4,100,58,1
Sn2H7,150,58,1
KH10,250,58,1
KH6,300,58,1
H10Se,300,58,1
SrH5,100,58,1
BaH6,300,58,1
KH4,200,58,1
LiH9,300,58,1
Sc2H7,150,58,1
BiH9,100,57,1
Ti2H7,250,57,1
EuH4,100,57,1
Ti2H7,300,57,1
Si2H9,300,57,1
Sn2H9,150,57,1
LiH8,300,57,1
GeH4,200,57,1
LiH10,300,57,1
H2S,150,56,1
SiH5,150,56,1
PH3,300,56,1
Po2H9,150,56,1
Mg2H9,250,56,1
GeH4,100,56,1
Te2H7,100,56,1
GeH4,150,56,1
TeH4,300,56,1
BiH4,100,56,1
Ti2H7,200,56,1
KH8,250,56,1
SiH5,250,56,1
H4Pb,100,56,1
Sb2H9,100,56,1
SiH5,200,55,1
Mg2H9,200,55,1
EuH4,300,55,1
Ba2H9,300,55,1
KH6,200,55,1
H10Se,200,55,1
H9Se,250,55,1
H8Se,150,55,1
KH7,300,55,1
LiH5,100,55,1
Ti2H7,150,54,1
InH10,150,54,1
BiH10,100,54,1
LiH6,250,54,1
Mg2H9,150,54,1
PH2,200,54,1
LiH4,100,54,1
SiH3,100,53,1
Bi2H7,100,53,1
PH2,250,53,1
Si2H9,250,53,1
KH9,250,53,1
SnH5,150,53,1
BiH2,200,53,1
BiH2,250,53,1
In2H7,150,53,1
KH10,200,53,1
KH7,250,53,1
H6Se,250,53,1
H5Se,100,53,1
LiH7,250,52,1
CeH4,250,52,1
SnH6,100,52,1
H5S,100,52,1
BaH7,150,52,1
BiH2,300,52,1
Po2H9,300,52,1
Si2H9,200,51,1
PoH8,250,51,1
Si2H9,150,51,1
H7Se,250,51,1
SnH4,150,51,1
H5I,250,51,1
SnH9,100,50,1
InH9,150,50,1
BiH2,150,50,1
KH8,200,50,1
BaH6,150,50,1
InH4,150,50,1
CeH4,200,50,1
Bi2H5,250,50,1
CeH4,150,49,1
Bi2H5,300,49,1
H7I2,100,49,1
PH2,300,49,1
Ba2H9,100,49,1
Bi2H5,200,49,1
BiH3,250,49,1
BiH3,200,49,1
SiH4,100,49,1
Mg2H5,100,48,1
Ti2H7,100,48,1
KH7,200,48,1
PH3,150,48,1
KH9,200,48,1
LiH6,200,48,1
H7Pb2,100,48,1
H9Pb2,100,48,1
CeH10,150,48,1
CeH9,100,48,1
PoH8,200,48,1
PH2,150,47,1
MgH4,300,47,1
BiH3,300,47,1
H5Se2,200,47,1
H9Se,200,47,1
LiH7,200,47,1
SnH10,100,47,1
Si2H7,100,47,1
P2H5,100,47,1
H9Se,300,47,1
KH4,150,47,1
K2H9,150,47,1
PoH4,200,46,1
H5Pb2,250,46,1
SnH8,100,46,1
CeH4,300,46,1
PoH8,300,46,1
Sb2H7,250,46,1
SnH7,100,46,1
H5Se2,250,46,1
LiH10,250,45,1
PoH4,250,45,1
LiH9,250,45,1
LiH8,250,45,1
H6Se,300,45,1
H3S2,200,45,1
CeH4,100,45,1
H2S,100,45,1
Sb2H7,200,45,1
Sb2H7,150,45,1
Bi2H5,150,45,1
PH4,250,45,1
BiH3,150,45,1
H5I,200,45,1
H5Pb2,300,44,1
RbH7,150,44,1
Sn2H7,100,44,1
KH5,150,44,1
H8Se,100,44,1
H5I2,200,44,1
Nb2H9,300,44,1
H3I,100,44,1
Nb2H9,250,44,1
MgH4,250,44,1
MgH4,200,44,1
PoH4,150,44,1
H5Pb2,200,43,1
MgH4,150,43,1
Po2H9,100,43,1
H7Se,300,43,1
Sn2H9,100,42,1
H5I2,250,42,1
H2Pb,250,42,1
H6I,250,42,1
H5Pb2,150,42,1
P2H7,250,42,1
SiH3,250,42,1
B2H3,100,42,1
Mg2H9,100,42,1
SiH3,150,42,1
NbH4,250,41,1
PH4,200,41,1
LiH6,150,41,1
H6Se,200,41,1
BiH2,100,41,1
InH10,100,41,1
SiH3,200,41,1
SiH3,300,41,1
H3S2,250,41,1
KH10,150,41,1
H2Pb,300,41,1
Nb2H9,150,40,1
Nb2H9,200,40,1
LiH10,200,40,1
BaH7,100,40,1
Mg2H7,300,40,1
NbH4,300,40,1
LiH9,200,40,1
LiH7,150,40,1
TeH3,200,40,1
P2H9,250,40,1
LiH8,200,40,1
H10Se,150,40,1
KH6,150,40,1
H3S2,300,40,1
H7Se,200,40,1
H2Pb,200,39,1
KH4,100,39,1
PoH4,300,39,1
MgH3,300,39,1
Sb2H7,300,39,1
TeH3,250,39,1
H5I,300,39,1
Mg2H5,250,39,1
SnH3,250,39,1
Te2H5,200,39,1
NbH4,150,39,1
NbH4,200,39,1
H9I2,250,38,1
NbH4,100,38,1
TeH3,150,38,1
Te2H5,250,38,1
Mg2H5,300,38,1
Mg2H7,250,38,1
BaH6,100,38,1
KH8,150,38,1
H5Se2,150,38,1
H5Se2,300,38,1
Si2H7,250,38,1
H9Se,150,38,1
MgH3,250,38,1
P2H7,200,38,1
PH4,300,38,1
H2Pb,150,38,1
MgH3,200,37,1
B2H3,150,37,1
GeH3,100,37,1
B2H3,250,37,1
Mg2H5,200,37,1
Mg2H7,200,37,1
Mg2H5,150,37,1
Mg2H7,150,37,1
MgH3,150,37,1
B2H3,300,37,1
H5I2,300,37,1
PoH8,150,37,1
PH2,100,37,1
H3S2,150,37,1
Sn2H5,250,37,1
InH9,100,37,1
SnH5,100,37,1
Po2H7,200,37,1
SnH3,200,36,1
B2H3,200,36,1
Te2H5,150,36,1
GeH3,250,36,1
Si2H7,150,36,1
KH9,150,36,1
Si2H7,300,36,1
H5I,150,36,1
Po2H7,250,36,1
MgH3,100,35,1
SnH3,300,35,1
Sn2H5,200,35,1
KH7,150,35,1
TcH4,100,35,1
GeH3,150,35,1
GeH3,200,35,1
Bi2H5,100,35,1
MgH4,100,35,1
H2Se,200,35,1
H2Se,250,35,1
Si2H7,200,35,1
K2H9,100,35,1
P2H7,300,35,1
H4I,250,35,1
Po2H7,150,35,1
TiH3,100,34,1
TiH3,250,34,1
H6Se,150,34,1
BiH3,100,34,1
Y2H7,100,34,1
KH5,100,34,1
LiH10,150,34,1
H6I,200,34,1
Tc2H7,100,34,1
CeH10,100,34,1
LiH9,150,34,1
GeH3,300,34,1
Po2H7,300,34,1
Bi2H3,250,33,1
TiH3,150,33,1
LiH6,100,33,1
TiH3,200,33,1
H9I2,200,33,1
LiH8,150,33,1
Sb2H7,100,33,1
P2H9,300,33,1
RbH7,100,32,1
TiH3,300,32,1
Nb2H7,250,32,1
H2Se,300,32,1
Nb2H7,100,32,1
Sn2H5,300,32,1
H2Pb,100,32,1
Tc2H7,250,32,1
LiH7,100,32,1
H6I,300,32,1
Bi2H3,200,32,1
TeH3,300,32,1
Tc2H7,300,32,1
P2H9,200,32,1
SbH3,200,31,1
Nb2H7,200,31,1
Tc2H7,150,31,1
