formula,P,Tc,AD
BiH5,100,62,1
PoH4,150,62,1
H3S2,200,62,1
Sb2H9,300,61,1
Pm2H9,150,61,1
Bi2H9,100,61,1
KH6,200,61,1
LiH6,300,61,1
La2H9,100,61,1
BiH4,150,61,1
SbH5,300,61,1
H6Se,200,61,1
Y2H7,300,60,1
H3S2,150,60,1
Dy2H9,150,60,1
KH5,100,60,1
H3Se2,300,60,1
SbH4,300,60,1
SnH5,200,60,1
ScH4,200,60,1
KH7,250,60,1
Eu2H9,300,60,1
Po2H7,250,60,1
PrH4,250,60,1
BiH3,300,60,1
Bi2H7,200,60,1
CeH4,150,60,1
PoH4,100,60,1
Tb2H9,100,59,1
Sb2H9,250,59,1
KH8,300,59,1
TcH4,100,59,1
Si2H9,100,59,1
Pm2H9,100,59,1
BiH4,100,59,1
KH6,150,59,1
SbH5,250,59,1
Te2H9,300,59,1
LiH6,250,59,1
TeH4,300,59,1
H6Se,150,59,1
TeH5,300,59,1
GeH4,300,58,1
SbH4,250,58,1
Po2H7,200,58,1
H3Se2,250,58,1
ScH4,150,58,1
BiH3,250,58,1
KH7,200,58,1
Eu2H9,250,58,1
Dy2H9,100,58,1
Bi2H7,150,58,1
CeH4,100,58,1
Sb2H7,300,58,1
SnH5,150,58,1
PrH4,200,58,1
TeH4,250,57,1
TeH5,250,57,1
KH6,100,57,1
Sb2H9,200,57,1
Te2H7,300,57,1
KH8,250,57,1
In2H7,250,57,1
LiH6,200,57,1
H3S2,100,57,1
H6Se,100,57,1
P2H3,300,57,1
Tc2H7,300,57,1
SbH5,200,57,1
Y2H7,250,57,1
Te2H9,250,57,1
Ge2H7,300,57,1
SbH4,200,56,1
Eu2H9,200,56,1
BiH3,200,56,1
Bi2H7,100,56,1
SnH5,100,56,1
H3Se2,200,56,1
Po2H7,150,56,1
ScH4,100,56,1
KH7,150,56,1
LaH4,300,56,1
Sb2H7,250,56,1
PrH4,150,56,1
KH9,300,56,1
TeH6,300,56,1
GeH4,250,55,1
Tc2H7,250,55,1
KH8,200,55,1
GeH3,300,55,1
Ge2H7,250,55,1
Sb2H9,150,55,1
Bi2H5,300,55,1
LiH6,150,55,1
Te2H9,200,55,1
TeH5,200,55,1
Mg2H9,300,55,1
PoH3,300,55,1
SbH5,150,55,1
Y2H7,200,55,1
Te2H7,250,55,1
In2H7,200,55,1
TeH4,200,54,1
KH9,250,54,1
TeH3,300,54,1
SbH4,150,54,1
Po2H7,100,54,1
Sb2H7,200,54,1
KH7,100,54,1
SbH3,300,54,1
KH10,300,54,1
BiH3,150,54,1
H7Pb2,300,54,1
P2H3,250,54,1
H4Pb,300,54,1
LaH4,250,54,1
H3Se2,150,54,1
GeH3,250,53,1
SbH5,100,53,1
Sb2H9,100,53,1
Bi2H5,250,53,1
PrH4,100,53,1
Ge2H7,200,53,1
GeH4,200,53,1
In2H7,150,53,1
KH8,150,53,1
LiH6,100,53,1
PoH3,250,53,1
Eu2H9,150,53,1
TeH6,250,53,1
Te2H7,200,53,1
Tc2H7,200,53,1
Y2H7,150,53,1
Mg2H9,250,53,1
PmH4,300,53,1
Nb2H9,300,53,1
Te2H9,150,53,1
Sb2H7,150,52,1
LaH4,200,52,1
KH9,200,52,1
TeH3,250,52,1
TeH4,150,52,1
TeH5,150,52,1
MgH4,300,52,1
BiH3,100,52,1
H4Pb,250,52,1
P2H3,200,52,1
H7Pb2,250,52,1
Sn2H9,300,52,1
SbH3,250,52,1
SbH4,100,52,1
H3Se2,100,52,1
Te2H9,100,51,1
Ce2H7,300,51,1
Ge2H7,150,51,1
Eu2H9,100,51,1
Te2H7,150,51,1
GeH4,150,51,1
GeH3,200,51,1
PmH4,250,51,1
Ge2H5,300,51,1
Nb2H9,250,51,1
Mg2H9,200,51,1
Tc2H7,150,51,1
Bi2H5,200,51,1
Y2H7,100,51,1
KH10,250,51,1
PoH3,200,51,1
TeH6,200,51,1
BiH2,300,50,1
RbH7,300,50,1
P2H3,150,50,1
Sn2H9,250,50,1
H5Pb2,300,50,1
TeH3,200,50,1
KH9,150,50,1
Sb2H7,100,50,1
KH8,100,50,1
TeH5,100,50,1
TeH4,100,50,1
H4Pb,200,50,1
H7Pb2,200,50,1
SbH3,200,50,1
PoH3,150,49,1
